text_id	sp_code	lang	sentence	(word)	(rus)	gloss	form	p	atr	ep	clause	seq_nr	comment
b20	kvan14	Bagvalal	10			m=v-pot-irr	irrealis	other	NA	NA	quote	24	
b20	kvan14	Bagvalal	10			v=n=conv cop	perfect	pf	NA	NA	main line	24	
b25	kvan14	Bagvalal	10			n=v=n=conv cop	perfect	pf	NA	NA	main line	41	
b4	kvan11	Bagvalal	10	heƛ’-aː	говорить	v-pot.inf	infinitive	other	NA	NA	dependent	43	
b4	kvan11	Bagvalal	10	b=ešt-ir-oː=b b=uk’a=b=o weč’e	отпускать быть не.есть	n=v-ipf-part=n n=v=n=conv neg.cop	perfect_imperfect	other	NA	NA	main line	43	
b5	kvan4	Bagvalal	10	b=ažeːr-aː-ɬ-o=b weč’e	мочь не.есть	n=v-ms.pot-fut=part=n neg.cop	future	other	NA	NA	quote	44	
b6	kvan4	Bagvalal	10	b=et-a-la	оставлять	n=v-pot-csl	converb	other	NA	NA	dependent	45	
b6	kvan4	Bagvalal	10	ruha-n-la-sː	открывать	v-msd-sup-el	masdar	other	NA	NA	dependent	45	
b6	kvan4	Bagvalal	10	b=ešta	пускать	n=v	preterite	pst	NA	NA	dependent	45	
b6	kvan4	Bagvalal	10	b=iχːi=r=o b=uk’=ur	радоваться быть	hpl=v=hpl=conv hpl=v=hpl	preterite_pluperfect	other	NA	NA	main line	45	
b7	kvan5	Bagvalal	10	ek’ʷa-ʁala	есть	cop-rala	present	other	NA	NA	quote	46	
b7	kvan5	Bagvalal	10	b=uk’a-či-ʁala	быть	n=v-neg-rala	preterite	pst	NA	NA	quote	46	
b9	kvan3	Bagvalal	10			v-ipf-conv-di	converb	other	NA	NA	dependent	51	
b9	kvan3	Bagvalal	10			m=v	preterite	pst	NA	NA	main line	51	
t01	mish1	Tsakhur	10	ɢa=w=sun-im-mɨ	спать	hpl=v.pf-a-pl	atr_aorist	pst	af		main line	52	
t02	mish1	Tsakhur	10	ha=w=ʔ-u-na	делать	3=v-pf-aa	atr_aorist	pst	af		main line	53	
t02	mish1	Tsakhur	10	ɨxa-j	стать	1.v.pf-msd	masdar	other	naf		dependent	53	
t02	mish1	Tsakhur	10	ac’a-niː	знать	v.ipf-em2	present	other	naf		quote	53	
t04	mish4	Tsakhur	10	sak’-ɨ deš	возвращаться не.быть	1.v-pf neg.cop	aorist	pst	naf		comment	55	
t4	mish4	Tsakhur	10	ha=r=k’ɨn-o=r	идти	1=v.pf-v=1	naf_perfect	pf	naf	ep	main line	62	
t4	mish4	Tsakhur	10	qi=w=xa-jnɢaˁ	стать	3=v.pf-temp1	sconverb	other	naf		dependent	62	
t7	mish8	Tsakhur	10	iːkɨr	ходить	1.v.pf	aorist	pst	naf		main line	67	
t7	mish8	Tsakhur	10	iːkɨr	ходить	1.v.pf	aorist	pst	naf		main line	67	
t7	mish8	Tsakhur	10	ɢa=w=dž-u	видеть	3=v-pf	aorist	pst	naf		main line	67	
t7	mish8	Tsakhur	10	w=uχ-dʲo=w=χ-u-na	родить-родить	3=v.pf-neg=3=v-pf-aa	participle	other	ptcp		dependent	67	
t8	mish4	Tsakhur	10	giwaχan-aʔ-u wo=r	висеть-делать быть	1.v=1.v-pf v=1	naf_perfect	pf	naf	ep	main line	68	
b1	kvan4	Bagvalal	11	b=eː=r=o	приходить	hpl=v=hpl=conv	converb	other	NA	NA	dependent	1	
b1	kvan4	Bagvalal	11	ƛ’ʷahreː-ra	стрелять	v-ipf.inf	infinitive	other	NA	NA	dependent	1	
b1	kvan4	Bagvalal	11	bajbihi džeː 	начало делать 	v v 	preterite	pst	NA	NA	main line	1	
b10	kvan14	Bagvalal	11			npl=v npl=v=npl=conv	converb	other	NA	NA	dependent	5	
b10	kvan14	Bagvalal	11			f=f=f=conv	converb	other	NA	NA	dependent	5	
b10	kvan14	Bagvalal	11			v-ms.ipf.inf	infinitive	other	NA	NA	dependent	5	
b10	kvan14	Bagvalal	11			v-ms.ipf.inf	infinitive	other	NA	NA	dependent	5	
b10	kvan14	Bagvalal	11			v-ipf.inf	infinitive	other	NA	NA	dependent	5	
b10	kvan14	Bagvalal	11			cop=part.n	participle	other	NA	NA	dependent	5	
b10	kvan14	Bagvalal	11			n=v=n=conv cop	perfect	pf	NA	NA	main line	5	
b10	kvan14	Bagvalal	11			f=v-ipf-part=n=temp	sconverb	other	NA	NA	dependent	5	
b12	kvan10	Bagvalal	11			hpl=v-pot-fut1-rala	future	other	NA	NA	quote	7	
b14	kvan4	Bagvalal	11			n=v-ipf-conv neg.cop	present	other	NA	NA	quote	9	
b14	kvan4	Bagvalal	11			m=v	preterite	pst	NA	NA	main line	9	quote: first person perspective
b14	kvan4	Bagvalal	11			v	preterite	pst	NA	NA	main line	9	quote: first person perspective
b15	kvan9	Bagvalal	11			n=v=n=conv-re-di-la	converb	other	NA	NA	dependent	16	
b15	kvan9	Bagvalal	11			v=f=conv	converb	other	NA	NA	dependent	16	
b15	kvan9	Bagvalal	11			v f=v=f=conv cop	perfect	pf	NA	NA	main line	16	
b16	kvan13	Bagvalal	11			n=v-pot-fut1-re	future	other	NA	NA	quote	18	
b16	kvan13	Bagvalal	11			n=v-neg-part=n=re	participle	other	NA	NA	quote	18	
b16	kvan13	Bagvalal	11			v=n=conv cop	perfect	pf	NA	NA	main line	18	
b17	kvan13	Bagvalal	11			n=v-pot-csl	sconverb	other	NA	NA	dependent	19	
b2	kvan6	Bagvalal	11	b=ija=b=o	знать	n=v=n=conv	converb	other	NA	NA	dependent	22	
b2	kvan6	Bagvalal	11	k’anc’ur-u=ba	прыгать	v-part=hpl	participle	other	NA	NA	main line	22	
b2	kvan6	Bagvalal	11	weč’-u=b=la	не.есть	neg.cop-part=n=la	participle	other	NA	NA	dependent	22	
b2	kvan6	Bagvalal	11	k’anc’ur-u=ba	прыгать	v-part=hpl	participle	other	NA	NA	main line	22	
b20	kvan14	Bagvalal	11			v-part=n	participle	other	NA	NA	dependent	24	
b20	kvan14	Bagvalal	11			neg.cop	present	other	NA	NA	quote	24	
b20	kvan14	Bagvalal	11			cop	present	other	NA	NA	quote	24	
b20	kvan14	Bagvalal	11			v n=v-pot-csl	sconverb	other	NA	NA	dependent	24	
b25	kvan14	Bagvalal	11			n=v=n=conv cop	perfect	pf	NA	NA	main line	41	
b25	kvan14	Bagvalal	11			npl=v=part.n=temp	sconverb	other	NA	NA	dependent	41	
b4	kvan11	Bagvalal	11	heƛ’i-r-oː=w	говорить	v-ipf-part=m	participle	other	NA	NA	dependent	43	
b4	kvan11	Bagvalal	11	baɬuʁ-li=w=o ek’ʷa	взрослый есть	adj-vrb=m=conv cop	perfect	pf	NA	NA	main line	43	
b5	kvan4	Bagvalal	11	b=ažeːr-u=w=išːʷa	мочь	n=v-part=m=obl.m.dat	participle	other	NA	NA	dependent	44	
b5	kvan4	Bagvalal	11	ek’ʷa	есть	cop	present	other	NA	NA	quote	44	
b6	kvan4	Bagvalal	11	weč’ira=b=o 	не.есть 	neg.cop=n=conv 	converb	other	NA	NA	dependent	45	
b6	kvan4	Bagvalal	11	b=uk’=ur	быть	hpl=v=hpl	preterite	pst	NA	NA	main line	45	
b7	kvan5	Bagvalal	11	j=ah-aː	брать	f=v-pot.inf	infinitive	other	NA	NA	dependent	46	
b7	kvan5	Bagvalal	11	b=uk’a-č’-u=b	быть	n=v-neg-part=n	participle	other	NA	NA	quote	46	
b7	kvan5	Bagvalal	11	heƛ’i	говорить	v	preterite	pst	NA	NA	main line	46	
b8	kvan3	Bagvalal	11	b=eɬi=r	уезжать	hpl=v=hpl	preterite	pst	NA	NA	first	48	
b9	kvan3	Bagvalal	11			n=v=m=conv	converb	other	NA	NA	dependent	51	
b9	kvan3	Bagvalal	11			n=v=m=conv	converb	other	NA	NA	dependent	51	
b9	kvan3	Bagvalal	11			m=v-msd-obl-erg	masdar	other	NA	NA	non-clausal	51	
b9	kvan3	Bagvalal	11			n=v v-ms.ipf-conv	preterite_imperfect	other	NA	NA	main line	51	
t01	mish1	Tsakhur	11	ɨxa	стать	1.v.pf	aorist	pst	naf		main line	52	
t01	mish1	Tsakhur	11	ɢiːsan-na-niː-xe	спать	1.v.ipf-aa-em2-hab	atr_habitual	other	af		comment	52	
t01	mish1	Tsakhur	11	haː dešiː	приходить не.быть	v.ipf neg.cop-em1	present	other	naf		main line	52	
t02	mish1	Tsakhur	11	massa-hiwo-j	продавать-давать	v-1.v.pf-msd	masdar	other	naf		dependent	53	
t02	mish1	Tsakhur	11	hɨIsab-aʔ-a-niː	считать-делать	v-4.v-ipf-em2	present	other	naf		comment	53	
t4	mish4	Tsakhur	11	ha=r=k’ɨn	идти	1=v.pf	aorist	pst	naf		main line	62	
t4	mish4	Tsakhur	11	wo=d ɨxa	быть стать	v=npl npl.v.pf	naf_perfect	pf	naf	ep	main line	62	
t7	mish8	Tsakhur	11	gi=w=k’-u-na	убивать	3=v-pf-aa	atr_aorist	pst	af		main line	67	
t7	mish8	Tsakhur	11	deš-di	не.быть	neg.cop-aobl	participle	other	ptcp		dependent	67	
t8	mish4	Tsakhur	11	iʁiːkar-haʔ-a	шевелиться-делать	npl.v-npl.v-ipf	converb	other	naf		dependent	68	
t8	mish4	Tsakhur	11	gi=r=ʁɨl-o=r	начинать-быть	1=v.pf-v=1	naf_perfect	pf	naf	ep	main line	68	
b1	kvan4	Bagvalal	12	džeː=r=o	делать	v=hpl=conv	converb	other	NA	NA	dependent	1	
b1	kvan4	Bagvalal	12	ek-unaː-χ b=uk’=ur=o ek’ʷa	кушать быть есть	v-ipf-conv hpl=v=hpl=conv cop	perfect_imperfect	other	NA	NA	main line	1	
b10	kvan14	Bagvalal	12			f=v=f=conv neg.cop	perfect	pf	NA	NA	main line	5	
b10	kvan14	Bagvalal	12			n=v-ant2	sconverb	other	NA	NA	dependent	5	
b12	kvan10	Bagvalal	12			v=part.n=da	participle	other	NA	NA	dependent	7	converb translation
b12	kvan10	Bagvalal	12			hpl=v=hpl	preterite	pst	NA	NA	main line	7	
b14	kvan4	Bagvalal	12			f=v-neg=f=conv	converb	other	NA	NA	dependent	9	
b14	kvan4	Bagvalal	12			v-pot.inf	infinitive	other	NA	NA	dependent	9	
b14	kvan4	Bagvalal	12			v-part=n	participle	other	NA	NA	non-clausal	9	
b14	kvan4	Bagvalal	12			npl=v-ipf-conv cop	present	other	NA	NA	quote	9	
b15	kvan9	Bagvalal	12			n=v-ipf-conv	converb	other	NA	NA	dependent	17	
b15	kvan9	Bagvalal	12			npl=v=n=conv	converb	other	NA	NA	dependent	17	
b15	kvan9	Bagvalal	12			v=n=conv cop	perfect	pf	NA	NA	first	17	
b15	kvan9	Bagvalal	12			n=v-ipf-part=n=temp	sconverb	other	NA	NA	dependent	17	
b15	kvan9	Bagvalal	12			v.ipf-part=n=temp	sconverb	other	NA	NA	dependent	17	
b16	kvan13	Bagvalal	12			v=n=conv	converb	other	NA	NA	dependent	18	
b16	kvan13	Bagvalal	12			n=v-ipf-part=n=re-di-la	participle	other	NA	NA	quote	18	
b16	kvan13	Bagvalal	12			v=n=conv cop	perfect	pf	NA	NA	main line	18	
b16	kvan13	Bagvalal	12			v=n=conv cop	perfect	pf	NA	NA	main line	18	
b16	kvan13	Bagvalal	12			neg.cop-re	present	other	NA	NA	quote	18	
b17	kvan13	Bagvalal	12			hpl=v=hpl=conv	converb	other	NA	NA	dependent	19	
b17	kvan13	Bagvalal	12			hpl=v-ipf.inf-la	infinitive	other	NA	NA	dependent	19	
b17	kvan13	Bagvalal	12			hpl=v-caus=hpl=conv cop	perfect	pf	NA	NA	main line	19	
b23	kvan3	Bagvalal	12			n=v	preterite	pst	NA	NA	first	29	
b23	kvan3	Bagvalal	12			v	preterite	pst	NA	NA	main line	29	
b25	kvan14	Bagvalal	12			v-pot.inf	infinitive	other	NA	NA	dependent	41	
b25	kvan14	Bagvalal	12			n=v=n=conv cop	perfect	pf	NA	NA	main line	41	
b4	kvan11	Bagvalal	12	b=e-be-ʁe	приходить	hpl=v-imp-re	imperative	other	NA	NA	quote	43	
b4	kvan11	Bagvalal	12	r=ah-aː	брать	npl=v-pot.inf	infinitive	other	NA	NA	dependent	43	
b4	kvan11	Bagvalal	12	b=uʁu=b=o ek’ʷa	посылать есть	n=v=n=conv cop	perfect	pf	NA	NA	main line	43	
b5	kvan4	Bagvalal	12	razilli	соглашаться	v	preterite	pst	NA	NA	main line	44	
b6	kvan4	Bagvalal	12	sabal-li=r=o	причина	noun-vrb=hpl=conv	converb	other	NA	NA	dependent	45	
b6	kvan4	Bagvalal	12	qʷaː-ra	ссориться	v-ipf.inf	infinitive	other	NA	NA	dependent	45	
b6	kvan4	Bagvalal	12	džeː	делать	v	preterite	pst	NA	NA	main line	45	
b7	kvan5	Bagvalal	12	woč’e-ʁala-di	не.есть	neg.cop-rala-di	present	other	NA	NA	quote	46	
b7	kvan5	Bagvalal	12	heƛ’i	говорить	v	preterite	pst	NA	NA	main line	46	
b8	kvan3	Bagvalal	12	raq’a=m=o	закрываться	v=n=conv	converb	other	NA	NA	dependent	48	
b8	kvan3	Bagvalal	12	b=iʁi-č’-u=b	останавливаться	n=v-neg-part=n	participle	other	NA	NA	dependent	48	
b8	kvan3	Bagvalal	12	b=uk’a	быть	n=v	preterite	pst	NA	NA	main line	48	
b9	kvan3	Bagvalal	12			v-ipf-part=n=di	participle	other	NA	NA	dependent	51	
b9	kvan3	Bagvalal	12			v	preterite	pst	NA	NA	main line	51	
t01	mish1	Tsakhur	12	iwho-jn	говорить	v.pf-a	atr_aorist	pst	af		main line	52	
t01	mish1	Tsakhur	12	aˁlʲhaːs	идти	v.pot	infinitive	other	naf		quote	52	
t01	mish1	Tsakhur	12	ačmiš-a=w=ʔ-u w=ux-es	развязывать-делать стать	v-3=v-pf 3=v-pot	potential	other	naf		quote	52	
t01	mish1	Tsakhur	12	w=ukːan	быть.должным	hpl=v.ipf	present	other	naf		quote	52	
t01	mish1	Tsakhur	12	qa=b=iːnɢaI	приходить	hpl=v.pf-temp1	sconverb	other	naf		quote	52	
t02	mish1	Tsakhur	12	gik’-as-da	убивать	1.v-pot-aa	atr_potential	other	af		quote	53	
t02	mish1	Tsakhur	12	aˁlʲhā	идти	1.v.ipf	converb	other	naf		dependent	53	
t02	mish1	Tsakhur	12	t’abalʲ-aʔ-u	находить-делать	v-1.v-pf	converb	other	naf		dependent	53	
t02	mish1	Tsakhur	12	fɨkɨrramiš-exe ɨxa	думать-стать стать	v-1.v.ipf 1.v.pf	imperfect	other	naf		main line	53	
t02	mish1	Tsakhur	12	a=r=k’ɨn-xe	идти	1=v.pf-cond2	sconverb	other	naf		dependent	53	
t4	mish4	Tsakhur	12	awajk-e-de w=uxa	находить стать	3.v-ipf-de 3=v.pf	imperfect	other	naf		main line	62	
t4	mish4	Tsakhur	12	k’ʲa=w=ʔ-u wo=b	класть быть	3=v-pf v=3	naf_perfect	pf	naf	ep	main line	62	
t7	mish8	Tsakhur	12	ha=w=ʔ-u	делать	3.v-pf	aorist	pst	naf		main line	67	
t8	mish4	Tsakhur	12	ha=r=aʁʷ-a	волочить	1=v-ipf	converb	other	naf		dependent	68	
t8	mish4	Tsakhur	12	gi=b=ʁɨl-o=b	начинать-быть	hpl=v.pf-v=hpl	naf_perfect	pf	naf	ep	main line	68	
b1	kvan4	Bagvalal	13	ƛ’ʷahr-oː=b	стрелять	v-part=n	participle	other	NA	NA	dependent	1	
b1	kvan4	Bagvalal	13	b=aha=b=o ek’ʷa	падать есть	n=v=n=conv cop	perfect	pf	NA	NA	main line	1	
b10	kvan14	Bagvalal	13			f=v=f=conv	converb	other	NA	NA	dependent	5	
b10	kvan14	Bagvalal	13			adj=n=conv-di	converb	other	NA	NA	dependent	5	
b10	kvan14	Bagvalal	13			n=v-pot.inf	infinitive	other	NA	NA	dependent	5	
b10	kvan14	Bagvalal	13			v-ipf-part=n	participle	other	NA	NA	quote	5	
b10	kvan14	Bagvalal	13			f=v=f=conv cop	perfect	pf	NA	NA	main line	5	
b10	kvan14	Bagvalal	13			v-pot-csl	sconverb	other	NA	NA	dependent	5	
b12	kvan10	Bagvalal	13			n=v-part=n	participle	other	NA	NA	non-clausal	7	
b12	kvan10	Bagvalal	13			n=v	preterite	pst	NA	NA	main line	7	
b12	kvan10	Bagvalal	13			f=v	preterite	pst	NA	NA	main line	7	
b12	kvan10	Bagvalal	13			hpl=v=part.n=temp	sconverb	other	NA	NA	dependent	7	
b14	kvan4	Bagvalal	13			f=v	preterite	pst	NA	NA	main line	9	quote: first person perspective
b15	kvan9	Bagvalal	13			n=v-ipf-conv	converb	other	NA	NA	dependent	17	
b15	kvan9	Bagvalal	13			v f=v-ms.pot-fut-part=f cop-re	future	other	NA	NA	quote	17	
b15	kvan9	Bagvalal	13			n=v-caus.pot.imp-re	imperative	other	NA	NA	quote	17	
b15	kvan9	Bagvalal	13			v-ipf-part=n	participle	other	NA	NA	non-clausal	17	
b15	kvan9	Bagvalal	13			v=n=conv cop	perfect	pf	NA	NA	main line	17	
b15	kvan9	Bagvalal	13			cop-re n=v-ipf-conv	present	other	NA	NA	quote	17	
b15	kvan9	Bagvalal	13			v.part-temp	sconverb	other	NA	NA	dependent	17	
b17	kvan13	Bagvalal	13			v-pot.imp-re-di	imperative	other	NA	NA	quote	19	
b17	kvan13	Bagvalal	13			noun-vrb-msd	masdar	other	NA	NA	non-clausal	19	
b17	kvan13	Bagvalal	13			noun-vrb-msd	masdar	other	NA	NA	non-clausal	19	
b17	kvan13	Bagvalal	13			n=v-ipf-part=n	participle	other	NA	NA	dependent	19	
b17	kvan13	Bagvalal	13			v=n=conv cop	perfect	pf	NA	NA	main line	19	
b17	kvan13	Bagvalal	13			cop-re	present	other	NA	NA	quote	19	
b23	kvan3	Bagvalal	13			v=hpl=conv-rabi	converb	other	NA	NA	dependent	29	
b23	kvan3	Bagvalal	13			v-part=npl	participle	other	NA	NA	non-clausal	29	
b23	kvan3	Bagvalal	13			v=npl=conv cop	perfect	pf	NA	NA	quote	29	
b23	kvan3	Bagvalal	13			m=v	preterite	pst	NA	NA	main line	29	
b23	kvan3	Bagvalal	13			hpl=v=hpl	preterite	pst	NA	NA	main line	29	
b25	kvan14	Bagvalal	13			v=n=conv cop	perfect	pf	NA	NA	main line	41	
b25	kvan14	Bagvalal	13			v=n=conv cop	perfect	pf	NA	NA	main line	41	
b4	kvan11	Bagvalal	13	r=ah-aː	брать	v-pot.inf	infinitive	other	NA	NA	dependent	43	
b4	kvan11	Bagvalal	13	r=uq’u=r=o ek’ʷa	резать есть	npl=v=npl=conv cop	perfect	pf	NA	NA	main line	43	
b4	kvan11	Bagvalal	13	b=aː=b=q’aɬːani	приходить	hpl=v=part.n-temp	sconverb	other	NA	NA	dependent	43	
b5	kvan4	Bagvalal	13	w=aq’ašː-aː	прятаться	m=v-pot.inf	infinitive	other	NA	NA	dependent	44	
b5	kvan4	Bagvalal	13	ek’ʷa=r	есть	v=part.npl	participle	other	NA	NA	dependent	44	
b5	kvan4	Bagvalal	13	w=eɬi	идти	m=v	preterite	pst	NA	NA	main line	44	
b6	kvan4	Bagvalal	13	džeː-ra	делать	v-ipf.inf	infinitive	other	NA	NA	dependent	45	
b6	kvan4	Bagvalal	13	džeː	делать	v	preterite	pst	NA	NA	main line	45	
b7	kvan5	Bagvalal	13	woč’-u=b	не.есть	neg.cop-part=n	participle	other	NA	NA	quote	46	
b7	kvan5	Bagvalal	13	heƛ’i	говорить	v	preterite	pst	NA	NA	main line	46	
b8	kvan3	Bagvalal	13	ɬ-oː=b	везти	v.ipf-part=n	participle	other	NA	NA	dependent	48	
b8	kvan3	Bagvalal	13	b=uk’a	быть	n=v	preterite	pst	NA	NA	main line	48	
b9	kvan3	Bagvalal	13			v v-bi-neg-inf	infinitive	other	NA	NA	dependent	51	
b9	kvan3	Bagvalal	13			v-ipf-conv cop-rala	present	other	NA	NA	quote	51	
b9	kvan3	Bagvalal	13			cop	present	other	NA	NA	main line	51	
t01	mish1	Tsakhur	13	ačmiš-eːx-e-m-mɨ-niː-xe	развязывать-стать	v-npl.v-ipf-a-pl-em2-hab	atr_habitual	other	af		comment	52	
t02	mish1	Tsakhur	13	alja=r=t’-u-na	брать	1=v-pf-aa	atr_aorist	pst	af		main line	53	
t4	mish4	Tsakhur	13	k’ʲa=w=ʔ-u	класть	3=v-pf	aorist	pst	naf		main line	62	
t4	mish4	Tsakhur	13	hiwo wo=b	дать быть	3.v.pf v=3	naf_perfect	pf	naf	ep	main line	62	
t7	mish8	Tsakhur	13	qo=r=t’ul	звать	1=v.pf	aorist	pst	naf		main line	67	
t7	mish8	Tsakhur	13	qa=w=al-es	приносить	3=v-pot	infinitive	other	naf		dependent	67	
t8	mish4	Tsakhur	13	c’ɨc’aʔ-a-wo=r	тянуть-быть	1.v-pf-v=1	naf_perfect	pf	naf	ep	main line	68	
t8	mish4	Tsakhur	13	qɨʁah-u-wo=r	доставать-быть	1.v-pf-v=1	naf_perfect	pf	naf	ep	main line	68	
b1	kvan4	Bagvalal	14	hec’-aː-ɬi-χ	вставать	v-pot-fut-conv	converb	other	NA	NA	dependent	1	
b1	kvan4	Bagvalal	14	ašː=ir	начинать	v=hpl	preterite	pst	NA	NA	main line	1	
b10	kvan14	Bagvalal	14			v-ipf-part=n	participle	other	NA	NA	quote	5	
b12	kvan10	Bagvalal	14			v	preterite	pst	NA	NA	main line	7	
b14	kvan4	Bagvalal	14			m=v=m=conv cop	perfect	pf	NA	NA	first	10	
b17	kvan13	Bagvalal	14			m=v m=v=m=conv	converb	other	NA	NA	dependent	19	
b17	kvan13	Bagvalal	14			v-ms.pot.inf	infinitive	other	NA	NA	dependent	19	
b17	kvan13	Bagvalal	14			noun-vrb-pot.inf	infinitive	other	NA	NA	dependent	19	
b17	kvan13	Bagvalal	14			n=v=n=conv cop	perfect	pf	NA	NA	main line	19	
b17	kvan13	Bagvalal	14			f=v=f=conv cop	perfect	pf	NA	NA	main line	19	
b17	kvan13	Bagvalal	14			cop-re	present	other	NA	NA	quote	19	
b23	kvan3	Bagvalal	14			cop=part.n	participle	other	NA	NA	dependent	29	
b23	kvan3	Bagvalal	14			v	preterite	pst	NA	NA	main line	29	
b25	kvan14	Bagvalal	14			v=n=conv cop	perfect	pf	NA	NA	main line	41	
b4	kvan11	Bagvalal	14	džeː=r=o	делать	v=npl=conv	converb	other	NA	NA	dependent	43	
b4	kvan11	Bagvalal	14	r=eɬi-č’-u=r	идти	npl=v-neg-part=npl	participle	other	NA	NA	NA	43	
b4	kvan11	Bagvalal	14	b=eɬi=b=o ek’ʷa	идти есть	n=v=n=conv cop	perfect	pf	NA	NA	main line	43	
b5	kvan4	Bagvalal	14	b=uk’-a	быть	hpl=v-pot.inf	infinitive	other	NA	NA	dependent	44	
b5	kvan4	Bagvalal	14	b=eː=r	приходить	hpl=v=hpl	preterite	pst	NA	NA	main line	44	
b6	kvan4	Bagvalal	14	kakir-a	критикровать	v-ms.ipf.inf	infinitive	other	NA	NA	dependent	45	
b6	kvan4	Bagvalal	14	džeː-raː-χ b=uk’a=b	делать быть	v-ipf-conv n=v=part.n	participle	other	NA	NA	dependent	45	
b6	kvan4	Bagvalal	14	ašːa	начинать	v	preterite	pst	NA	NA	main line	45	
b7	kvan5	Bagvalal	14	b=ah-a-sːa-ʁe	брать	n=v-pot-fut2-re	future	other	NA	NA	quote	46	
b8	kvan3	Bagvalal	14	r=išːi-r-oː=b	хватать	npl=v-ipf-part=n	participle	other	NA	NA	dependent	48	
b8	kvan3	Bagvalal	14	r=uk’a	быть	npl=v	preterite	pst	NA	NA	main line	48	
b9	kvan3	Bagvalal	14			n=v n=v	preterite	pst	NA	NA	main line	51	
t01	mish1	Tsakhur	14	iwho-jn	говорить	v.pf-a	atr_aorist	pst	af		main line	52	
t01	mish1	Tsakhur	14	gozetj-aːʔ-as	ждать-делать	v-hpl.v-pot	potential	other	naf		quote	52	
t02	mish1	Tsakhur	14	qal-es deš	приходить не.быть	1.v-pot neg.cop	naf_prospective	other	naf	ep	quote	53	
t4	mish4	Tsakhur	14	saʔ-u	собирать	npl.v-pf	aorist	pst	naf		main line	62	
t4	mish4	Tsakhur	14	giwa=p=χɨn-o=b	вешать-быть	3=v.pf-v=3	naf_perfect	pf	naf	ep	main line	62	
t4	mish4	Tsakhur	14	a=t’=k’ɨn-iːnɢaˁ	уходить	npl=v.pf-temp1	sconverb	other	naf		dependent	62	
t6	mish5	Tsakhur	14	aˁlhaː wo=d=un	идти быть	v.ipf v=4=a	af_durative	other	af	nep	main line	66	
t6	mish5	Tsakhur	14	aˁlhaː wo=d=un	идти быть	v.ipf v=4=a	af_durative	other	af	nep	main line	66	
t6	mish5	Tsakhur	14	sa=b=iːm-mɨ	собираться	hpl=v.pf-a-pl	atr_aorist	pst	af		main line	66	
t6	mish5	Tsakhur	14	qa=b=iːm-mɨ	приходить	hpl=v.pf-a-pl	atr_aorist	pst	af		main line	66	
t6	mish5	Tsakhur	14	wo=b=ɨm-mɨ	быть	v=hpl=a-pl	atr_present	other	af		first	66	past translation
t7	mish8	Tsakhur	14	šalalamiš e=p=x-e	навьючить.на.спину стать	v hpl=v-ipf	imperfect	other	naf		main line	67	
t7	mish8	Tsakhur	14	alʲat’-as	брать	4.v-pot	infinitive	other	naf		main line	67	
t7	mish8	Tsakhur	14	aˁχ-as	мочь	4.v-pot	infinitive	other	naf		dependent	67	not sure, perhaps future
t8	mish4	Tsakhur	14	ilʲaːk-ɨ wo=b	смотреть быть	hpl.v-pf v=hpl	naf_perfect	pf	naf	ep	main line	68	
t8	mish4	Tsakhur	14	deš-o=b	не.быть-быть	neg.cop-v=3	present	other	naf		quote	68	
t8	mish4	Tsakhur	14	wo=d deš	быть не.быть	v=4 neg.cop	present	other	naf		quote	68	
t8	mish4	Tsakhur	14	qɨʁah-iːnɢaˁ	доставать	1.v.pf-temp1	sconverb	other	naf		dependent	68	
b1	kvan4	Bagvalal	15	heƛ’i	говорить	v	preterite	pst	NA	NA	main line	1	
b1	kvan4	Bagvalal	15	hurhir-a-bi-sːe	шевелиться	v-ms-bi-prh	prohibitive	other	NA	NA	quote	1	
b10	kvan14	Bagvalal	15			v=n=conv cop	perfect	pf	NA	NA	main line	5	
b10	kvan14	Bagvalal	15			cop	present	other	NA	NA	quote	5	
b12	kvan10	Bagvalal	15			hpl=v=hpl	preterite	pst	NA	NA	main line	7	
b12	kvan10	Bagvalal	15			hpl=v.ipf-part=hpl hpl=v=hpl=neg	preterite_habitual	other	NA	NA	main line	7	
b12	kvan10	Bagvalal	15			cop=part.n=temp	sconverb	other	NA	NA	dependent	7	
b14	kvan4	Bagvalal	15			m=v=m=conv	converb	other	NA	NA	dependent	10	
b14	kvan4	Bagvalal	15			n=v=n=conv cop	perfect	pf	NA	NA	main line	10	
b17	kvan13	Bagvalal	15			n=v-pot-fut1-re	future	other	NA	NA	quote	19	
b17	kvan13	Bagvalal	15			v-pot.inf	infinitive	other	NA	NA	dependent	19	
b17	kvan13	Bagvalal	15			cop.part=obl.m.sup.lat	participle	other	NA	NA	dependent	19	
b17	kvan13	Bagvalal	15			n=v-ipf-part=n=re	participle	other	NA	NA	non-clausal	19	
b17	kvan13	Bagvalal	15			n=v-ipf-part=n	participle	other	NA	NA	dependent	19	
b17	kvan13	Bagvalal	15			v=m=conv cop	perfect	pf	NA	NA	main line	19	
b17	kvan13	Bagvalal	15			cop-re	present	other	NA	NA	quote	19	
b17	kvan13	Bagvalal	15			m=v m=v m=v-pot-cond-re	sconverb	other	NA	NA	dependent	19	find construction
b23	kvan3	Bagvalal	15			v=n=conv	converb	other	NA	NA	quote	29	
b23	kvan3	Bagvalal	15			v	preterite	pst	NA	NA	main line	29	
